LOC,CYCLO,LENGTH,VOLUME,DIFFICULTY,INT_FAN_IN,INT_FAN_OUT,NUM_OPERATORS,NUM_OPERANDS,BRANCH_COUNT,LOC_per_CYCLO,VOLUME_per_LENGTH,OPERATORS_OPERANDS_RATIO,FAN_IN_OUT_RATIO,DIFFICULTY_VOLUME,LOC_squared,CYCLO_squared,VOLUME_squared,LOC_log,VOLUME_log,LENGTH_log
0.8937618506630273,-0.049977105263226254,-0.814115405465694,0.13372581270007128,0.21717900586115624,-0.8908109408430505,-0.20614590320663317,0.8210918091510467,1.0662686135844217,0.4080918463486884,0.7558558174565728,0.38253861439551246,0.3232335160738504,-0.8198529368472978,0.2648019270800387,0.8392304351456088,-0.339061332088953,-0.14629463202584986,0.8892091730639828,0.22541431652306915,-0.7617898657195301
0.25736337252128977,0.3833503970190813,0.8039006336030945,0.8674029557597311,-0.18176756376570402,-0.8908109408430505,-1.5896754549290042,0.2803525224760922,-1.127959027187475,-1.1833526798021854,0.03444477498160801,0.4183159797927955,0.6634251783244338,-0.5328596126452476,0.4243909590496703,-0.001994898146871703,0.11779612733886984,0.7820306033878481,0.3376112527250013,0.8738467072752688,0.8218888096190103
1.2956977315946512,-1.6388446136316872,1.5830339109094835,0.8525721076652484,0.5999611704932485,1.571936525942634,-1.5896754549290042,-1.2794723429324313,-1.780296974443985,-1.638051115845292,2.4466694186002,0.1739917878968989,-1.044255539292571,2.7316894501530733,1.1920488144348012,1.4866355254835968,-1.0761246999658405,0.7602510997211634,1.2089021033607497,0.8615374223937783,1.437580146094294
0.9033317525899709,0.23890789625831224,-1.1917321472276865,-1.6762796874410772,0.2874418435436952,-1.5944530742103888,1.5232660364463309,0.4120710666661451,-0.11238745020859005,-0.04660658969441821,0.6295550040756315,-1.551821793874816,0.3612152986111185,-1.4655879163019108,-1.1107128772699058,0.8536002293585421,-0.04667255805514633,-1.1349011709278465,0.8970608712575786,-1.8636650581784584,-1.215573397098834
0.8195951107292158,-0.9166321098278416,0.17653104681497517,-1.3042214405586015,0.08332839356559142,0.16465225920795734,-0.8979106790678186,0.5507221658135695,0.5177117033914475,1.0901395004133485,1.1934405555799295,-1.2444011318343604,0.2725482527820896,0.4422654320867184,-0.8515100583314847,0.7295922811834366,-0.9238388801565663,-1.0829346451976918,0.8279410692731453,-1.3572487844262764,0.2651301141868229
0.6975788611606871,-1.0610746105886106,-0.6396469108541408,0.5280217326233432,-0.8921371260375636,-1.2426320075267197,1.5232660364463309,-1.5082466565256814,0.043284105386713304,0.4080918463486884,1.1612599405583475,0.7126341156227053,-1.4269766893294311,-1.2324058403877447,-0.39921904743997844,0.5558792403041546,-0.9786617752879051,0.31477910037155576,0.7254993803259847,0.5842981205623398,-0.5651353507931519
-1.510676008481508,-0.19441960602399533,-1.1343726421499154,-1.1827326318064055,-1.7661616793585861,-1.5944530742103888,-0.8979106790678186,-1.1754840185718631,1.0885074072408938,0.4080918463486884,-1.395794334129522,-0.9821608396216233,-1.198377593309498,-1.4655879163019108,-1.1587691270424565,-1.1564177309054746,-0.4669814207287434,-1.049014734135416,-1.6147303658987435,-1.2023979048480806,-1.143966462814286
-0.6852719672826378,-1.2055171113493799,1.0835282208572279,-0.8602597891285076,-1.1585500815515275,-1.2426320075267197,0.831501260585145,0.9042824686395016,1.1478108569914856,-1.4107018978237387,-0.3542396259050128,-0.9664331591398773,0.36239076367435596,-1.203258080898474,-0.9543402991070126,-0.8339333697538669,-1.0213018048345017,-0.9185058848377491,-0.6091446971115491,-0.8131948634600988,1.0515759322810576
1.1617191046174435,0.0944653954975428,-1.7605472392489145,1.5139489887954718,-1.3598910362152061,0.16465225920795734,1.1773836485157378,1.1677195570196075,1.1922884443044293,-1.638051115845292,0.9205141503428361,2.817501807238708,0.5462508198603667,-0.23109457322691532,-0.6520471158936524,1.2608463121591087,-0.19895837786442078,1.8523892299720244,1.104570169395584,1.383009410862726,-1.9866307444981268
-1.0106486327987143,-0.19441960602399533,-1.3148160852070698,0.18640263650449632,-0.18742379892127264,-0.5389898741593813,-1.5896754549290042,-0.7872609409590751,0.6289056716738073,1.3174887184349016,-0.9330892749002887,0.7038412498486949,-0.8530307359623072,-0.06649546081691604,0.006295859893766052,-1.0063199435919947,-0.4669814207287434,-0.08978389560992334,-0.9820118005511057,0.2748756510489717,-1.3727400629254027
